title,Adjusted Close,Date
A Peek Into The Markets: US Stock Futures Up; Crude Oil Rises Over 2%,79.59505462646484,02-06-2020
"Pepper Spray, Books On Racism, 'I Can't Breathe' Merchandise Are Top Sellers On Amazon As Protests Rage",79.59505462646484,02-06-2020
Apple Cuts iPhone Prices in China To Push Sales As Country Reopens Economy,79.59505462646484,02-06-2020
"Gun, Security Stocks Trade Higher After Weekend Protests Turn Violent And Destructive",79.22826385498047,01-06-2020
Carter Worth And Mike Khouw's Apple Trade,79.22826385498047,01-06-2020
"Apple Pays Hacker From India $100,000 For Discovering Serious 'Sign In With Apple' Vulnerability",79.22826385498047,01-06-2020
Volume Production of New iPhone Models to Begin in Q3 2020,79.22826385498047,01-06-2020
"Apple CEO Writes To Employees About George Floyd Death, Urges For 'Better, More Just World For Everyone'",79.22826385498047,01-06-2020
"Amazon, Apple, Walmart, Other Retailers Shutter Stores, Scale Back Operations In Areas Worst Hit With Protests",79.22826385498047,01-06-2020
"Apple Says With Health and Safety of Its Teams in Mind, Decided to Keep Number of Its Stores in the U.S. Closed on Sunday",,
"Costco Shares Come Under Pressure Despite Strong Earnings, Same-Store Sales",78.26577758789062,29-05-2020
Trump's Executive Order To Expose Social Media To Lawsuits Over Content Policies,78.34208679199219,28-05-2020
Costco Earnings On Tap After Close As Investors Mull Strong Toll Brothers Results,78.34208679199219,28-05-2020
Martin Scorsese's Next Movie Will Be Financed By Apple: Report,78.34208679199219,28-05-2020
"Tech Companies Aren't 'State Actors,' Judge Dismisses Conservative Bias Lawsuit Against Facebook, Twitter, Google, Apple",78.34208679199219,28-05-2020
Leidos Awarded $84.6M Payment from VirnetX  Lawsuit vs Apple,78.30760955810547,27-05-2020
The Most Popular Smartphone Model Of Q1,78.30760955810547,27-05-2020
This New Tool Will Tell You Whether Or Not An Options Spread Is A Good Deal,78.30760955810547,27-05-2020
"B of A Securities Maintains Buy on Apple, Raises Price Target to $340",78.30760955810547,27-05-2020
3 Apple Analysts Lift Price Targets: Why They're Optimistic On iPhone's Trajectory,78.30760955810547,27-05-2020
'LG reportedly supplying 20 million OLED panels for 'iPhone 12 Max'' -AppleInsider,78.30760955810547,27-05-2020
Same Old Leadership Song Lifts These Leveraged ETFs,78.30760955810547,27-05-2020
"Deutsche Bank Maintains Buy on Apple, Raises Price Target to $320",78.30760955810547,27-05-2020
YouTube Makes Its Dedicated Children App Available On Apple TV,78.30760955810547,27-05-2020
Samsung Display Secures Majority of Panel Orders for Next-gen iPhone,78.30760955810547,27-05-2020
Study: 34% Of Americans Report Looking Through Their Partner's Phone Without Permission,77.96790313720703,26-05-2020
Apple To Reopen ~100 More US Stores This Week,77.96790313720703,26-05-2020
"'FAANG Stocks Are Strong Once Again,' Facebook, Amazon, Netflix Hit Record Highs Last Week",77.96790313720703,26-05-2020
Apple Expected to Incorporate Ambient Light Sensors in Next-generation Airpods Devices,,
The Secret to Tech's Resilience to COVID-19- Infrastructure Expansion,78.49962615966797,22-05-2020
"Apple Is Seeking An Executive To Lead Original Podcast Effort, Is Buying Original Podcasts That Would Be Exclusive; New Podcasts Will Help Promote TV+ Video Service",77.9974594116211,21-05-2020
Evercore ISI Analyst Amit DAryanani Says Apple Can Exceed $100 Billion In Services Revenue In The Fiscal Year Ending In September 2024,77.9974594116211,21-05-2020
Apple Vs. Tesla: Morgan Stanley Breaks Down The Parallels,77.9974594116211,21-05-2020
"As The Global Economy Weighs Fears Of A Recession, Travel Is Already In A Depression",77.9974594116211,21-05-2020
Hearing Evercore ISI Raises Price Target On Apple From $330 To $345,77.9974594116211,21-05-2020
Apple's Face ID Will Allow Mask Wearing Users To Unlock Their Phones Quickly,77.9974594116211,21-05-2020
'COVID-19 exposure notification settings begin to go live for iOS users with new update' -TechCrunch,78.58332824707031,20-05-2020
Facebook Plans To Resume Work In Office In July At 25% Capacity And Safety Measures In Place,78.58332824707031,20-05-2020
"A Peek Into The Markets: US Stock Futures Climb Ahead Of Earnings, Fed Minutes",78.58332824707031,20-05-2020
Why Sony Sold Streaming Rights For Tom Hanks Movie To Apple Instead Of Waiting Out The Pandemic,78.58332824707031,20-05-2020
Smartphone Sales Picking up in China,78.58332824707031,20-05-2020
"Apple Looking To Diversify Its Manufacturing Base, Will Make Headphones In Vietnam",78.58332824707031,20-05-2020
Telemedicine A COVID-19 Winner,77.08417510986328,19-05-2020
"Walmart Earnings Look Strong Across the Board, But Home Depot Down After Missing on EPS",77.08417510986328,19-05-2020
Sony To Convert Its Financial Subsidiary Into Wholly Owned Unit Through $3.7B Tender Offer,77.08417510986328,19-05-2020
"'Apple buys older shows for TV+, stepping up Netflix challenge' -Earlier SCMP Report",77.08417510986328,19-05-2020
"Here's How Much Investing $1,000 In The 2015 Fitbit IPO Would Be Worth Today",77.53219604492188,18-05-2020
"More Than 25 US Apple Stores To Reopen, 100 Now Open Around The World",77.53219604492188,18-05-2020
"Barron's Picks And Pans: Cisco, Gilead, Netflix, Wayfair And More",,
"Ubisoft Sues Apple, Google Over Alibaba's Rainbow Six ""Ripoff""",,
13F From Buffett's Berkshire Shows Maintained Stake In Apple,75.74749755859375,15-05-2020
US To Block Shipments Of Semiconductors To Huawei: Report,75.74749755859375,15-05-2020
Quick Retreat: Impressive Thursday Turnaround Halted in Its Tracks Amid Fresh Trade Tiff,75.74749755859375,15-05-2020
Apple shares are trading lower on reports the company is among those China could retaliate against after the US announced it will block chip shipments from Huawei.,75.74749755859375,15-05-2020
"China's Global Times Mentions Qualcomm, Cisco, Apple And Boeing As 'four companies named by Chinese sources as possible targets for retaliation amid US moves against China's Huawei'",75.74749755859375,15-05-2020
A Peek Into The Markets: US Stock Futures Up Ahead Of Economic Reports,75.74749755859375,15-05-2020
Amazon To Manufacture Face Shields And Sell Them At Cost,75.74749755859375,15-05-2020
Taiwanese Apple Supplier TSMC To Build $12B US Chip Factory After Months Of Pressure From Trump Administration,75.74749755859375,15-05-2020
Apple Confirms Acquisition Of Virtual Reality Startup NextVR,75.74749755859375,15-05-2020
'Apple supplier TSMC is reportedly building an Arizona chip plant' -The Verge,76.19798278808594,14-05-2020
"'Apple's computerized glasses won't be ready until 2022 'at the earliest,' top analyst says' -CNBC Article",76.19798278808594,14-05-2020
The Mixed Sony Effect,76.19798278808594,14-05-2020
Report: FBI Seizes Sen. Richard Burr's Phone In Investigation Of Coronavirus Stock Sell-Off,76.19798278808594,14-05-2020
Apple Plans To Bring Employees Back To Office Even As Tech Peers Hold Off,75.73271942138672,13-05-2020
"Retail Pro Says Giants Like Amazon, Walmart Will Prevail After Coronavirus: 'It's Not Fair'",75.73271942138672,13-05-2020
"Apple Encourages Chinese Tech Company To Rival Foxconn, Aims To Foster Competition",75.73271942138672,13-05-2020
Apple Plans for More Workers to Go Back to Offices Over Months,76.65830993652344,12-05-2020
"""Stay at Home"" Stocks Still Rule the Roost as Nvidia, Microsoft, Apple Start Week Firmly",76.65830993652344,12-05-2020
"Caution Ahead: Biggest Blue-Chips Seek Change, Innovation Post-COVID-19",76.65830993652344,12-05-2020
"Analyst Polishes Apple Price Target On 'Teflon-Like' Services, iPhone 12 Outlook",76.65830993652344,12-05-2020
"Wedbush Maintains Outperform on Apple, Raises Price Target to $350",76.65830993652344,12-05-2020
Apple Unveils Update To Logic Pro,76.65830993652344,12-05-2020
Not Just Fun And Games: How Esports Could Offer Potential Investment Opportunities,76.65830993652344,12-05-2020
Disney Plans Another Bonds Offering With A Six-Part Deal,76.65830993652344,12-05-2020
Cruise Line Earnings Later This Week Could Provide Insight On Brutal Quarter For Industry,77.54450225830078,11-05-2020
"Trump, Intel, TSMC Plan US 'Self-Sufficiency' In Semiconductors As Coronavirus Gives Supply-Chain Scare",77.54450225830078,11-05-2020
"Barron's Picks And Pans: Boyd Gaming, Domino's Pizza, Exxon And More",,
Apple Option Alert: May 15 $315 Calls Sweep (52) near the Ask: 354 @ $2.154 vs 6982 OI; Ref=$309.45,76.34322357177734,08-05-2020
"Apple To Give Masks To Customers Inside Retail Stores, Company To Let Customers Choose Product Pick Up Times Online",76.34322357177734,08-05-2020
"Apple Says Social-Distancing Guidelines Will Limit Number Of Customers In Stores, May Create Delays For Walk-In Customers",76.34322357177734,08-05-2020
"Apple To Reopen Small Number Of U.S. Stores In Idaho, South Carolina, Alabama And Alaska Starting Next Week; Says It Will Require Customers To Wear Masks, Undergo Temperature Checks Before Entering Stores",76.34322357177734,08-05-2020
Apple To Reopen Germany Retail Stores May 11,76.34322357177734,08-05-2020
"Along With Dramatic Jobs Data, Investors Scrutinize Recent Earnings From Uber, Square",76.34322357177734,08-05-2020
Spotify CEO's Apple Barb Backfires As Sonos Points Out The 'Solid Irony',76.34322357177734,08-05-2020
"A Low-Cost, FAAMNG-Heavy ETF For May",73.80485534667969,06-05-2020
A Recap Of Social Media Earnings,73.80485534667969,06-05-2020
"GM, Disney, Beyond Meat Results In Focus, With GM And BYND Getting Early Lift",73.80485534667969,06-05-2020
'Microsoft is releasing its new AirPods rival after months of delays — and it's even cheaper than expected' -Recent Business Insider Article,73.80485534667969,06-05-2020
Apple Chassis Maker Catcher Said to be Considering Leaving China to Open Factories in SouthEast Asia,73.80485534667969,06-05-2020
What Apple's WWDC 2020 Invite Says About This Year's Virtual Presentation,73.0511703491211,05-05-2020
"Charles Schwab Launches Fractional Shares, The Ability To Gift Stock",73.0511703491211,05-05-2020
Apple to Host Virtual Worldwide Developers Conference Beginning June 22,73.0511703491211,05-05-2020
"Disney, Beyond Meat And Video Game Makers All Set To Report As Firm Tone Continues",73.0511703491211,05-05-2020
"Apple Capitalizes On Plunge In Yields, Issues Cheapest Bonds In Years",73.0511703491211,05-05-2020
Apple Files Final Pricing Term Sheet For Offering Of $2B 0.750% Notes Due 2023,73.0511703491211,05-05-2020
Apple And Google Say No To Location Tracking In Coronavirus Contact Tracing Apps,71.97097778320312,04-05-2020
'Apple raises more than $8 billion in bond offering' -Tweet From CNBC Now,71.97097778320312,04-05-2020
Apple Grows Smartphone Market Share Even As Overall Market Declines At Record Pace,71.97097778320312,04-05-2020
"Hearing Apple To Reopen Stores Starting Friday, Region Not Specified",71.97097778320312,04-05-2020
"GM, Disney In Focus Along With Friday's Payrolls Data As Stocks Appear Shaky To Start New Week",71.97097778320312,04-05-2020
"Apple Announces Updated MacBook Pro Offering 10th Generation Processor For Up To 80% Faster Graphics Performance; Starting At $1,299 And $1,199 For Education",71.97097778320312,04-05-2020
Apple Inc Files Prospectus Supplement Related To A Potential Four-Part Notes Offering,71.97097778320312,04-05-2020
Tim Cook On Warren Buffett: 'I Don't Think There's A Better Teacher',,
"Amazon, Exxon Mobil Earnings Weigh On Market To Start New Month As Caution Steers The Wheel",70.96687316894531,01-05-2020
VirnetX Shares Dip; Hearing Judge Has Ordered Retrial Regarding Damages In VirnetX vs Apple VPN On Demand Lawsuit,70.96687316894531,01-05-2020
"Apple Shows Signs Of Recovery From Coronavirus, Doesn't Shake Bulls With Lack Of Guidance",70.96687316894531,01-05-2020
"UPDATE: Raymond James On Apple Notes 'and those who don't buy a phone this year will have a strong incentive to buy one next year, particularly with more complete 5G networks and our belief of a stronger 2021 iPhone feature set'",70.96687316894531,01-05-2020
"UPDATE: Raymond James Maintains Outperform On Apple, Raises Target To $340 Notes 'our optimism for the stock is about 2021. We think upgrades to 5G are inevitable'",70.96687316894531,01-05-2020
"UPDATE: Morgan Stanley On Apple Notes 'With increased confidence in the 5G iPhone launch and stretched iPhone replacement cycles, Apple remains top pick'",70.96687316894531,01-05-2020
"UPDATE: Morgan Stanley Maintains Overweight On Apple, Raises Tgt To $326 Notes 'While Apple pulled guidance, qualitative commentary leads us to raise our F3Q revenue estimate as demand improved in 2H of April and more stores will open before quarter-end'",70.96687316894531,01-05-2020
"UPDATE: Cascend Reiterates Buy On Apple, Lowers Target To $325 Notes 'not providing guidance is worrying even as the company performs solidly in a difficult environment",70.96687316894531,01-05-2020
"DA Davidson Maintains Buy on Apple, Lowers Price Target to $355",70.96687316894531,01-05-2020
"Canaccord Genuity Maintains Buy on Apple, Raises Price Target to $310",70.96687316894531,01-05-2020
"Nomura Instinet Maintains Neutral on Apple, Raises Price Target to $250",70.96687316894531,01-05-2020
"Disappointment From Amazon, Apple Weighs On Market As Investors Also Consider Energy Earnings",70.96687316894531,01-05-2020
"Apple shares are trading lower after the company reported revenue growth, which remained flat year over year.",70.96687316894531,01-05-2020
"UBS Maintains Buy on Apple, Raises Price Target to $325",70.96687316894531,01-05-2020
10 Biggest Price Target Changes For Friday,70.96687316894531,01-05-2020
"B of A Securities Reiterates Buy on Apple, Raises Price Target to $320",70.96687316894531,01-05-2020
"Raymond James Maintains Outperform on Apple, Raises Price Target to $340",70.96687316894531,01-05-2020
"Morgan Stanley Maintains Overweight on Apple, Raises Price Target to $326",70.96687316894531,01-05-2020
32 Stocks Moving in Friday's Pre-Market Session,70.96687316894531,01-05-2020
"JP Morgan Maintains Overweight on Apple, Raises Price Target to $350",70.96687316894531,01-05-2020
"Piper Sandler Maintains Overweight on Apple, Raises Price Target to $310",70.96687316894531,01-05-2020
"Cascend Maintains Buy on Apple, Lowers Price Target to $325",70.96687316894531,01-05-2020
Hearing JP Morgan Added Apple Shares To Its Bullish 'Focus List',70.96687316894531,01-05-2020
A Peek Into The Markets: US Stock Futures Point To A Lower Open,70.96687316894531,01-05-2020
"Apple, Huawei Each Captured a Higher Share of China's Smartphone Market in Q1, Says Canalys",70.96687316894531,01-05-2020
"8 Stocks To Watch For May 1, 2020",70.96687316894531,01-05-2020
Apple Increased Smartphone Market Share In China In Q1 During Pandemic: Report,70.96687316894531,01-05-2020
"Apple Has 'Better Days Ahead,' Analysts Say After Q1 Earnings Beat",70.96687316894531,01-05-2020
TikTok Considers Launching Reality TV Show,70.96687316894531,01-05-2020
Apple CEO Tim Cook: Store Traffic Not Back To Pre-COVID-19 Levels In China,72.1280746459961,30-04-2020
Apple CFO Says Advertising Also To Be Affected By June Quarter,72.1280746459961,30-04-2020
Apple CFO Says Apple Care And Advertising Will Be Affected In June Quarter,72.1280746459961,30-04-2020
"Apple CFO Expects Digital Services To Continue To Grow At Same Level Of Performance Seen In Mar., Qtr.; Says Expects Apple Care To Be Impacted During Jun. Qtr.",72.1280746459961,30-04-2020
"Apple CEO Tim Cook Says Austria, Australia Apple Stores To Reopen In 1 To 2 Weeks",72.1280746459961,30-04-2020
"Apple CEO, On TV+, Says Have Seen A Significant Uptick In Number Of People Who Are Viewing The Content As Well As The Engagement With Content",72.1280746459961,30-04-2020
Apple CEO Tim Cook Sees Remote Work Sector Accelerating,72.1280746459961,30-04-2020
Apple CEO: Our Products Are Even More Important In 'These Times',72.1280746459961,30-04-2020
"Apple CFO: The Core Of The Company Is Innovation, Will Continue To Invest In Product Pipeline",72.1280746459961,30-04-2020
"Apple CFO Says Due To Reduced Level Of Economic Activity, Services Like Apple Care And Advertising Have Been Impacted",72.1280746459961,30-04-2020
Apple CFO Says Expects YoY Revenue Performance To Improve In Jun. Qtr,72.1280746459961,30-04-2020
Apple CFO Says Liquidity Has Not Been Issue,72.1280746459961,30-04-2020
Apple CEO Tim Cook: We Will Not Be Issuing Guidance For The Following Quarter,72.1280746459961,30-04-2020
Apple CEO Tim Cook: We Envision iPad And Mac To Have Improving Year-Over-Year Performances In This Current Quarter,72.1280746459961,30-04-2020
Apple CEO Tim Cook: Apple To Work With Google To Improve COVID-19 Contact Tracing,72.1280746459961,30-04-2020
Apple CEO Tim Cook: Apple News Had 125M Users,72.1280746459961,30-04-2020
Apple CEO Tim Cook: We Are Sourcing More Than 30M Masks For Employees Around The World,72.1280746459961,30-04-2020
12 Stocks Moving In Thursday's After-Hours Session,72.1280746459961,30-04-2020
"Apple Reports Big Q2 Earnings Beat, Driven By Record Services Revenue",72.1280746459961,30-04-2020
Apple shares are trading higher after the company reported better-than-expected Q2 EPS and sales results. UPDATE: Shares have since reversed.,72.1280746459961,30-04-2020
"Apple CEO Tim Cook ""We are confident in our future and continue to make significant investments in all areas of our business to enrich our customers' lives ... including our five-year commitment to contribute $350 billion to the United States Economy""",72.1280746459961,30-04-2020
Apple Shares Trading Higher 2.3% Following Q2 Earnings,72.1280746459961,30-04-2020
"Apple Q2 iPhone Sales $28.962B, Mac Sales $5.351B, iPad $4.368B, Wearables, Home, Accessories $6.284B",72.1280746459961,30-04-2020
"Apple Q2 Americas Sales $25.473B, Europe $14.294B, Greater China $9.455B, Japan $5.206B, Rest Of Asia Pacific $3.885B",72.1280746459961,30-04-2020
"Apple Reports Q2 Service Revenue $13.348B, Up From $11.45B YoY",72.1280746459961,30-04-2020
"Apple CEO Tim Cook ""Despite COVID-19's unprecedented global impact, we're proud to report that Apple grew for the quarter, driven by an all-time record in Services and a quarterly record for Wearables""",72.1280746459961,30-04-2020
"Apple Q2 EPS $2.550 Beats $2.260 Estimate, Sales $58.300B Beat $54.540B Estimate",72.1280746459961,30-04-2020
"Watching Apple Shares Decline At Least 1% Head Of Earnings, Expected At 4:30",72.1280746459961,30-04-2020
Morning Market Stats in 5 Minutes,72.1280746459961,30-04-2020
"Apple And Amazon Up To Bat this Afternoon As Investors Ponder Microsoft, Facebook Results",72.1280746459961,30-04-2020
Mike Khouw Sees Unusual Options Activity In Apple,72.1280746459961,30-04-2020
"Benzinga Pro's Top 5 Stocks To Watch For Thurs., Apr. 30, 2020: AAPL, LVS, MRNA, IMKTA, CAPR",72.1280746459961,30-04-2020
A Peek Into The Markets: US Stock Futures Edge Higher Ahead Of Apple Earnings,72.1280746459961,30-04-2020
"10 Stocks To Watch For April 30, 2020",72.1280746459961,30-04-2020
"Earnings Scheduled For April 30, 2020",72.1280746459961,30-04-2020
"Shares of several technology companies are trading higher amid market strength following positive data from a study of Gilead's Remdesivir, which is being evaluated for coronavirus. A successful treatment could mean a sooner return to economic activity. NOTE: Some names may also be moving in sympathy following recent earnings from Google and some semiconductor companies.",70.63790893554688,29-04-2020
"Alphabet, Boeing Shares Get A Lift Following Earnings, While GE Falls Short",70.63790893554688,29-04-2020
AT&T Is Hoping HBO Max Will Turn The Tide,70.63790893554688,29-04-2020
Apple Adds Coronavirus Testing Sites To Maps In US,70.63790893554688,29-04-2020
"Apple Earnings Ahead: Rough Quarter, iPhone Expectations And Getting Back To Business",68.39156341552734,28-04-2020
"Earnings Feast: Bring a Plate With Healthcare and Caterpillar in Morning, GOOGL And AMD Later",68.39156341552734,28-04-2020
How Large Apple Option Traders Are Positioning Ahead Of Earnings,69.51841735839844,27-04-2020
3 Sector ETFs For This Week's Earnings Parade,69.51841735839844,27-04-2020
"Raymond James Says 'We lowered our iPhone estimates 2 weeks ago to take into account the likelihood of slower sales, and we don't see a reason to change our estimates at this time'",69.51841735839844,27-04-2020
Raymond James On Reports Of Apple iPhone Delays Says 'Apple suppliers we spoke with hadn't seen changes yet'; Says 'Our conclusion is that AAPL is likely selectively notifying suppliers.',69.51841735839844,27-04-2020
Will COVID-19 Accelerate The Adoption Of Autonomous Vehicles?,69.51841735839844,27-04-2020
"UPDATE: B of A Securities On Apple Notes 'Although AAPL could choose to not provide any guidance,we think AAPL could also provide a much wider than normal range to encapsulate the uncertainty of COVID-19'",69.51841735839844,27-04-2020
"UPDATE: B of A Securities Reiterates Buy On Apple, Raises Target To $310 Notes 'To guide or not guide; that is the question'; Firm Expects 'AAPL to report F2Q well below consensus (not fully adjusted) and to guide well below consensus as well'",69.51841735839844,27-04-2020
"SpotlightNews Informs Communities, Extends Helping Hand To Small Publishers",69.51841735839844,27-04-2020
"B of A Securities Earlier Reiterated Buy on Apple, Raised Price Target to $310",69.51841735839844,27-04-2020
Morning Market Stats in 5 Minutes,69.51841735839844,27-04-2020
"Apple And Amazon Earnings, Fed Meeting Among Highlights In Busy Week Ahead",69.51841735839844,27-04-2020
UPDATE: Apple Cut Number Of Flagship iPhone Units Being Produced Over Jul. To Dec. Period By As Much As 20%,69.51841735839844,27-04-2020
Apple Shares Down 0.9% Since Earlier Dow Jones Report Co. Has Delayed Its Production Ramp Up For Flagship iPhones By About 1 Month,69.51841735839844,27-04-2020
"Apple Is Pushing Back New iPhone Production, WSJ Reports",69.51841735839844,27-04-2020
Carter Worth And Mike Khouw's Apple Trade,69.51841735839844,27-04-2020
Global Smartphone Shipments to Fall to 1.15B Units in 2020,69.51841735839844,27-04-2020
Amazon Pilots Online Screening Of New Sellers During Pandemic,,
"Bulls And Bears Of The Week: Amazon, Boeing, Disney, Netflix And More",,
"Nvidia Reportedly Eyeing 5nm Chips Even As Apple, AMD Ramp Up Orders",69.46930694580078,24-04-2020
"Apple Shares Unaffected As Hearing Trump Says He Spoke With Tim Cook, Trump Says Cook Believes Economy Will See V-Shaped Recovery",69.46930694580078,24-04-2020
10 Biggest Price Target Changes For Friday,69.46930694580078,24-04-2020
Hearing Credit Suisse Asia Sees Apple Cutting iPhone Jul. To Sept. Production By 30% Given A Delay In Production Ramp For 2020 Models,69.46930694580078,24-04-2020
"Apple Says No Evidence That Hackers Exploited Vulnerability In iPhones, iPads To Steal Data",69.46930694580078,24-04-2020
Apple Says No Evidence iPhone Mail Flaw Used Against Customers,69.46930694580078,24-04-2020
"Apple Analyst Braces For 'Friday The 13th'-Like Q2, Says iPhone On Track",67.5200424194336,23-04-2020
"Apple Reportedly Shifting Away From Intel, Will Make Its Own Mac Chips",67.5200424194336,23-04-2020
Intel Shares Unaffected Following NY Post Article 'Apple to reportedly use its own chips for Macs instead of Intel's next year',67.5200424194336,23-04-2020
10 Biggest Price Target Changes For Thursday,67.5200424194336,23-04-2020
"Daiwa Capital Downgrades Apple to Outperform, Lowers Price Target to $297",67.5200424194336,23-04-2020
"Apple Acknowledges Security Flaw in iPhone, iPads That Hackers May Have Used To Steal Data For Years",67.5200424194336,23-04-2020
Another Autonomous Trucking Startup Announces Layoffs,67.78274536132812,22-04-2020
These Companies Could Rebound Sharply After The COVID-19 Crisis,67.78274536132812,22-04-2020
"Little Things Count: After Selloff To Start Week, A Bit of Light Arrives With Positive Earnings",67.78274536132812,22-04-2020
Gene Munster Sees Apple And Tesla As Biggest Winners This Earnings Season,67.78274536132812,22-04-2020
How Stable Are Their Networks? AT&T And Verizon Set To Release Q1 Earnings,65.88500213623047,21-04-2020
Shares of several technology companies are trading lower amid overall market weakness following a collapse in oil prices. Oil has been negatively impacted by excess supply and low demand amid the coronavirus pandemic.,65.88500213623047,21-04-2020
Tuesday's Market Minute: The Streaming Comeback Kid: Netflix,65.88500213623047,21-04-2020
Apple Shares Spike 1.5% Amid Nikkei Report Co. Aiming To Increase iPhone Output By 4% Through Mar.,65.88500213623047,21-04-2020
Apple Likely to Defer New Airpods Pro Launch,65.88500213623047,21-04-2020
Apple Services Now Available in More Countries Around the World,65.88500213623047,21-04-2020
Jerremy Newsome Shares The Rules For His Options Strategy,67.98648834228516,20-04-2020
Coronavirus Sell-Off A Major Opportunity For Activist Investors,67.98648834228516,20-04-2020
"Halliburton, United, Among Key Names Reporting Results, With More Airlines Due Later In Week",67.98648834228516,20-04-2020
"Bulls And Bears Of The Week: Caterpillar, Facebook, Microsoft And More",,
"'Options Action' Traders Weigh In On Apple, S&P 500, Crude Oil",,
Smart Option Trading CEO On Gaining An Edge With Options: 'They Show The Overall Sentiment',,
